time,AMZN,CCL,DPZ,DRI,EAT,GRUB,MCD,NFLX,SBUX,UAL,UBER,WEN,WMT,YUM
2019-06-11 00:00:00-04:00,1863.7,53.17,280.15,119.03,39.94,70.06,203.26,351.27,82.37,82.79,42.5,19.42,107.91,107.55
2019-06-12 00:00:00-04:00,1855.3,53.4,282.0,117.84,40.5,69.94,204.99,345.54,82.94,83.79,42.15,19.38,108.82,108.95
2019-06-13 00:00:00-04:00,1870.748,52.885,281.34,118.92,40.15,72.92,204.49,343.57,83.36,87.13,44.3,19.49,108.65,108.98
2019-06-14 00:00:00-04:00,1870.17,53.12,280.7,119.67,39.55,70.16,205.29,339.73,84.25,87.14,43.23,19.39,109.07,109.79
2019-06-17 00:00:00-04:00,1886.0,52.29,282.16,118.29,39.95,72.01,203.79,350.61,83.0,86.77,43.77,19.33,109.15,109.16
2019-06-18 00:00:00-04:00,1902.15,52.39,282.35,117.94,38.81,71.3,204.51,356.99,82.92,87.41,43.86,19.41,109.67,108.71
2019-06-19 00:00:00-04:00,1909.03,52.85,280.59,117.46,38.085,71.56,204.57,363.49,83.8,88.68,44.84,19.53,109.62,109.47
2019-06-20 00:00:00-04:00,1917.95,48.81,281.8,118.68,38.24,71.74,205.08,365.07,84.68,87.1,43.86,19.55,110.3,110.62
2019-06-21 00:00:00-04:00,1911.1,46.6,280.01,121.23,37.88,71.18,204.23,368.88,83.82,86.72,43.99,19.38,111.14,110.27
2019-06-24 00:00:00-04:00,1913.96,46.0,274.58,122.14,37.31,72.17,203.94,371.04,83.65,86.55,43.09,19.16,111.26,110.66
2019-06-25 00:00:00-04:00,1878.64,45.45,277.31,123.13,38.27,75.91,205.71,360.41,84.25,85.06,43.08,19.47,110.72,110.31
2019-06-26 00:00:00-04:00,1897.75,45.36,275.8,120.01,38.31,76.82,204.52,362.09,83.39,85.33,42.54,19.5,110.17,110.12
2019-06-27 00:00:00-04:00,1903.67,45.91,277.95,121.53,39.04,76.16,206.232,370.02,83.56,86.43,45.11,19.49,110.11,110.54
2019-06-28 00:00:00-04:00,1889.83,46.53,278.06,121.71,39.38,77.97,207.58,367.67,83.82,87.54,46.14,19.58,110.44,110.52
2019-07-01 00:00:00-04:00,1922.26,46.3,270.97,121.59,38.98,76.55,206.32,374.6,84.57,88.45,44.27,19.14,110.63,109.5
2019-07-02 00:00:00-04:00,1934.79,46.53,273.87,120.81,39.14,75.9,209.46,375.69,85.5,88.87,43.99,19.45,111.61,110.9
2019-07-03 00:00:00-04:00,1939.0,46.1725,281.29,121.73,38.62,76.98,212.7,381.915,87.7995,90.71,44.235,19.79,112.29,110.99
2019-07-05 00:00:00-04:00,1943.1,46.91,278.27,123.64,39.42,77.85,211.31,380.55,87.79,90.6,43.515,19.79,112.0,110.25
2019-07-08 00:00:00-04:00,1952.33,46.42,277.27,124.99,38.8,75.8,212.17,376.0413,87.43,90.66,42.96,19.67,112.7499,110.05
2019-07-09 00:00:00-04:00,1987.35,45.92,279.94,122.56,38.69,77.32,212.08,379.81,87.23,89.45,44.19,19.64,112.92,110.47
2019-07-10 00:00:00-04:00,2017.77,45.51,275.35,121.5,38.1,77.05,213.0,380.99,88.38,89.52,43.695,19.53,112.98,110.98
2019-07-11 00:00:00-04:00,2001.07,45.83,277.66,122.35,38.38,73.99,212.68,379.42,89.07,89.47,43.99,19.44,113.91,111.5
2019-07-12 00:00:00-04:00,2010.02,46.26,282.22,124.71,38.7,75.86,212.95,373.24,89.77,91.23,43.97,19.56,114.59,111.03
2019-07-15 00:00:00-04:00,2021.0,46.95,270.01,125.43,39.66,76.47,214.18,366.62,90.16,91.31,44.53,19.24,114.98,111.92
2019-07-16 00:00:00-04:00,2010.0,46.45,246.54,123.21,39.84,75.0,213.7,365.98,90.08,94.01,44.1432,19.2,114.74,111.52
2019-07-17 00:00:00-04:00,1992.16,45.64,253.01,122.21,39.72,74.74,213.73,362.65,90.26,94.75,43.61,19.1,114.6,111.77
2019-07-18 00:00:00-04:00,1978.67,45.49,252.76,124.06,39.56,74.91,215.89,325.21,91.499,95.25,43.73,19.31,114.72,113.07
2019-07-19 00:00:00-04:00,1965.0,45.09,257.88,124.39,39.63,75.35,213.91,315.1,90.29,93.82,43.18,19.15,113.92,112.54
2019-07-22 00:00:00-04:00,1985.92,45.1,255.49,125.46,40.6,73.89,215.01,310.62,90.92,93.84,43.68,18.85,112.81,113.25
2019-07-23 00:00:00-04:00,1994.47,46.21,257.75,125.18,40.16,73.0,214.29,307.31,90.12,94.93,43.34,18.75,112.06,112.92
2019-07-24 00:00:00-04:00,2001.04,47.13,262.23,124.24,40.39,73.73,212.79,317.82,90.65,95.1,43.77,18.77,111.96,112.62
2019-07-25 00:00:00-04:00,1975.02,46.63,260.58,123.61,38.65,73.01,214.604,326.61,91.06,93.93,43.41,18.87,112.25,112.89
2019-07-26 00:00:00-04:00,1943.05,47.27,259.22,125.95,39.94,74.65,215.52,335.87,99.11,93.36,44.52,18.95,113.02,114.01
2019-07-29 00:00:00-04:00,1912.87,47.35,252.49,126.63,40.71,79.64,214.99,332.7,98.02,93.4,43.88,18.61,112.27,114.08
2019-07-30 00:00:00-04:00,1899.22,47.39,247.51,124.66,40.47,69.93,212.3,325.99,96.65,93.96,42.61,18.48,112.06,113.24
2019-07-31 00:00:00-04:00,1866.39,47.25,244.49,121.59,39.83,67.63,210.69,322.99,94.68,91.9,42.14,18.18,110.38,112.55
2019-08-01 00:00:00-04:00,1855.33,46.67,245.83,120.88,40.23,66.57,211.25,319.57,95.38,90.49,41.31,18.11,109.41,116.94
2019-08-02 00:00:00-04:00,1823.52,45.95,244.74,120.09,40.93,69.73,214.46,319.06,95.51,89.42,40.4,18.09,109.43,117.35
2019-08-05 00:00:00-04:00,1765.13,45.2,239.76,117.99,39.7,69.099,210.49,307.61,93.69,85.57,39.05,17.67,105.82,115.07
2019-08-06 00:00:00-04:00,1787.44,45.07,242.64,117.91,39.39,69.7,214.16,310.11,95.31,85.46,39.13,18.11,107.27,116.05
2019-08-07 00:00:00-04:00,1793.39,45.43,245.74,118.93,38.22,69.455,216.83,304.23,95.19,86.48,39.7,19.57,108.23,116.24
2019-08-08 00:00:00-04:00,1834.26,46.46,246.75,122.04,39.68,69.42,218.01,315.83,96.28,87.67,42.975,19.96,108.52,117.37
2019-08-09 00:00:00-04:00,1807.88,45.99,247.83,122.43,39.95,66.27,221.15,309.0,96.3,87.0,40.035,19.84,107.28,119.02
2019-08-12 00:00:00-04:00,1784.75,45.55,240.13,120.67,39.85,65.72,217.09,310.82,94.9,84.69,37.015,19.51,105.19,116.63
2019-08-13 00:00:00-04:00,1824.29,45.95,240.61,121.16,38.64,65.52,219.73,312.33,96.63,84.57,36.45,19.68,107.43,117.12
2019-08-14 00:00:00-04:00,1762.96,44.71,236.07,116.8,37.01,60.91,216.45,299.11,94.91,81.9,33.96,19.69,106.23,115.54
2019-08-15 00:00:00-04:00,1775.41,44.285,232.59,114.87,37.02,58.53,218.28,295.91,95.54,81.59,33.21,19.78,112.7,116.4
2019-08-16 00:00:00-04:00,1791.8,44.93,234.94,117.14,38.45,59.93,218.49,302.75,96.51,82.94,35.2204,19.94,112.99,115.64
2019-08-19 00:00:00-04:00,1816.83,45.74,232.02,119.6,39.7,60.92,218.73,309.41,96.66,83.9,34.58,20.42,113.79,116.49
2019-08-20 00:00:00-04:00,1801.35,45.36,232.44,118.85,38.04,61.59,218.49,299.03,95.62,84.02,35.28,20.66,112.11,116.58
2019-08-21 00:00:00-04:00,1823.38,45.95,231.57,119.51,39.35,61.86,220.71,297.81,96.32,85.3,34.91,20.81,112.01,117.25
2019-08-22 00:00:00-04:00,1804.25,45.08,231.55,120.88,40.32,60.91,219.44,296.86,96.51,85.54,34.0,21.18,111.937,117.35
2019-08-23 00:00:00-04:00,1750.77,43.29,226.13,120.54,38.67,57.87,214.75,291.54,94.81,82.55,33.42,21.07,110.82,115.34
2019-08-26 00:00:00-04:00,1770.0,43.48,227.79,121.23,38.39,58.51,216.96,295.11,96.5,83.63,33.3,21.53,111.99,117.26
2019-08-27 00:00:00-04:00,1761.92,43.03,222.48,119.52,38.35,56.5,216.09,291.0,96.08,81.93,33.11,21.46,112.35,117.01
2019-08-28 00:00:00-04:00,1764.0,43.4,225.8,120.21,38.19,57.54,218.01,291.81,97.06,82.43,32.59,21.66,112.65,116.96
2019-08-29 00:00:00-04:00,1786.46,44.0,225.4,121.83,38.5,58.79,220.4535,296.78,97.69,84.72,32.76,22.14,114.05,117.26
2019-08-30 00:00:00-04:00,1776.19,44.05,226.77,120.91,38.01,59.35,217.89,293.72,96.54,84.32,32.55,22.005,114.19,116.68
2019-09-03 00:00:00-04:00,1789.51,43.685,226.88,119.55,38.12,56.72,217.15,289.21,96.77,83.14,30.7,21.805,114.65,116.72
2019-09-04 00:00:00-04:00,1800.46,43.88,239.07,122.14,39.37,58.7,218.45,291.52,96.11,83.93,31.99,22.26,115.89,117.87
2019-09-05 00:00:00-04:00,1840.73,45.11,245.18,124.12,39.39,60.43,219.48,293.25,95.57,85.86,32.49,22.785,115.45,118.14
2019-09-06 00:00:00-04:00,1833.51,45.72,237.4,125.49,39.47,60.43,220.04,290.11,95.75,86.31,31.845,22.38,114.72,119.24
2019-09-09 00:00:00-04:00,1831.29,47.6,239.27,127.56,40.34,62.76,217.26,294.34,94.15,87.33,32.24,21.95,116.36,117.8
2019-09-10 00:00:00-04:00,1821.31,49.67,243.57,126.97,42.47,64.35,209.62,288.24,90.36,87.55,33.51,19.69,116.03,115.27
2019-09-11 00:00:00-04:00,1822.49,49.71,249.05,127.19,42.4,66.6305,210.19,288.24,90.97,88.38,34.0,19.605,115.97,113.82
2019-09-12 00:00:00-04:00,1843.0,49.64,246.66,126.06,42.2,67.09,212.15,288.86,92.07,89.39,34.09,19.645,116.98,113.27
2019-09-13 00:00:00-04:00,1839.34,50.55,245.16,127.33,43.5,66.4,209.845,294.07,90.46,91.38,33.25,19.425,117.43,111.35
2019-09-16 00:00:00-04:00,1808.23,48.91,244.83,126.9,43.56,65.9,207.38,294.33,89.42,88.76,34.41,19.55,115.51,110.53
2019-09-17 00:00:00-04:00,1822.62,49.37,243.53,126.03,44.1,64.45,209.85,298.55,90.74,90.0,34.29,20.07,116.48,112.79
2019-09-18 00:00:00-04:00,1817.59,48.84,245.0,127.2,44.2,63.75,210.4,291.67,91.01,90.23,34.26,20.11,117.16,114.57
2019-09-19 00:00:00-04:00,1821.54,48.38,246.91,120.69,43.33,60.47,210.48,286.58,91.57,89.42,33.82,20.55,117.07,114.04
2019-09-20 00:00:00-04:00,1794.89,48.22,247.58,119.8,43.35,59.76,209.39,270.75,90.06,89.09,32.58,20.76,116.93,112.3
2019-09-23 00:00:00-04:00,1784.29,47.72,246.02,119.19,43.24,56.97,211.52,265.87,90.81,88.2,32.99,20.48,117.62,113.58
2019-09-24 00:00:00-04:00,1742.34,47.62,243.0,117.82,42.09,56.48,212.12,254.58,89.96,88.34,31.3,20.19,118.47,112.21
2019-09-25 00:00:00-04:00,1768.08,48.06,241.42,118.5,42.41,56.38,212.59,264.75,90.39,89.18,31.65,20.18,118.48,111.54
2019-09-26 00:00:00-04:00,1740.12,43.96,239.4,116.46,41.92,55.94,212.62,263.34,89.79,88.48,31.55,20.04,118.32,112.81
2019-09-27 00:00:00-04:00,1725.85,43.53,240.35,116.35,42.31,55.84,213.21,263.09,88.36,88.15,30.2698,20.0,118.44,113.0
2019-09-30 00:00:00-04:00,1736.12,43.72,244.61,118.23,42.67,56.22,214.7099,267.63,88.43,88.41,30.43,19.98,118.71,113.43
2019-10-01 00:00:00-04:00,1736.11,42.5,245.86,117.01,42.26,56.43,209.07,269.58,86.52,87.82,29.16,20.04,117.85,112.89
2019-10-02 00:00:00-04:00,1713.23,41.44,241.83,115.86,41.45,53.15,206.15,268.06,84.33,83.65,29.0,19.93,116.14,112.67
2019-10-03 00:00:00-04:00,1724.25,41.0,243.36,115.47,42.3,54.05,209.88,268.28,84.66,83.24,29.72,20.265,116.32,113.65
2019-10-04 00:00:00-04:00,1739.4,41.14,242.13,116.42,41.38,56.39,211.65,272.73,85.92,84.3,29.62,20.69,118.15,114.66
2019-10-07 00:00:00-04:00,1732.5,40.88,242.2,115.72,41.75,54.93,211.96,274.47,85.86,84.9,30.41,20.12,117.23,113.7
2019-10-08 00:00:00-04:00,1705.25,40.11,253.94,113.94,41.25,52.28,211.09,270.73,84.9,84.68,29.27,19.98,117.565,112.59
2019-10-09 00:00:00-04:00,1721.79,40.54,248.24,112.47,40.78,52.82,212.81,267.52,85.83,86.43,29.04,20.115,118.92,113.33
2019-10-10 00:00:00-04:00,1720.56,40.95,254.81,112.05,39.9,53.62,211.87,280.5,85.97,87.35,28.87,20.0,119.64,114.38
2019-10-11 00:00:00-04:00,1729.98,41.55,257.76,113.04,40.49,55.14,208.97,282.77,86.35,87.19,30.09,20.76,120.2303,114.42
2019-10-14 00:00:00-04:00,1736.5,42.04,252.23,110.42,40.01,54.44,208.43,285.47,86.62,86.96,31.12,21.155,119.16,112.83
2019-10-15 00:00:00-04:00,1767.35,42.49,255.72,110.29,39.67,56.05,207.27,284.27,86.42,87.92,32.02,20.9,119.52,111.3
2019-10-16 00:00:00-04:00,1777.42,42.38,255.96,110.01,39.75,55.66,208.54,286.6207,86.75,89.7,31.85,21.25,119.42,111.47
2019-10-17 00:00:00-04:00,1787.47,42.45,256.45,109.14,40.5,57.33,206.87,293.3091,86.29,89.46,32.57,21.4,119.86,110.38
2019-10-18 00:00:00-04:00,1757.79,42.79,255.92,110.45,40.23,55.69,208.46,275.28,86.0,90.09,32.04,21.6,119.15,112.4
2019-10-21 00:00:00-04:00,1785.835,43.12,257.38,110.17,41.12,55.74,209.85,278.05,85.35,90.78,31.405,21.6,119.76,112.31
2019-10-22 00:00:00-04:00,1765.34,42.55,258.87,108.81,42.01,56.14,199.31,266.69,83.43,89.67,32.525,21.65,119.59,110.15
2019-10-23 00:00:00-04:00,1761.99,44.01,256.135,110.38,42.35,56.24,199.07,271.26,82.74,89.89,33.04,21.47,119.36,109.32
2019-10-24 00:00:00-04:00,1781.5935,43.9,263.51,110.41,42.75,56.34,196.06,271.49,83.19,89.8,33.235,21.31,119.1,108.96
2019-10-25 00:00:00-04:00,1762.0,44.57,271.66,112.38,44.53,59.02,194.55,276.88,83.34,91.64,32.66,21.33,119.03,109.1
2019-10-28 00:00:00-04:00,1777.04,44.18,269.11,111.35,43.67,58.39,191.81,281.93,83.6,92.18,33.21,20.94,119.22,109.51
2019-10-29 00:00:00-04:00,1763.04,44.17,263.19,113.76,45.14,33.11,192.6,281.2,84.1,91.0599,32.42,21.03,117.15,109.74
2019-10-30 00:00:00-04:00,1780.0,43.21,270.91,112.99,46.54,34.0,196.92,291.45,84.25,91.68,33.71,21.145,118.1,103.34
2019-10-31 00:00:00-04:00,1777.1431,42.89,271.57,112.29,44.44,34.07,196.63,287.44,84.56,90.85,31.48,21.18,117.26,101.71
2019-11-01 00:00:00-04:00,1791.47,42.95,269.32,112.17,45.24,33.73,193.96,286.975,83.25,91.59,31.34,20.725,117.62,99.64
2019-11-04 00:00:00-05:00,1805.27,44.21,269.23,110.95,46.09,35.0,188.67,292.99,82.39,92.37,31.08,20.56,117.52,98.46
2019-11-05 00:00:00-05:00,1801.7,44.87,276.12,112.77,47.25,35.63,192.13,288.03,81.88,93.13,28.0125,20.84,118.87,97.94
2019-11-06 00:00:00-05:00,1795.94,44.38,277.78,112.78,46.63,36.14,194.19,288.59,83.0,93.34,26.935,20.77,119.5,100.08
2019-11-07 00:00:00-05:00,1788.2,45.06,282.74,113.5,46.48,34.62,193.12,289.58,81.95,93.805,27.34,20.99,120.26,99.68
2019-11-08 00:00:00-05:00,1785.88,45.04,280.75,114.9,46.11,36.2,193.61,291.57,81.77,93.45,27.02,20.645,119.43,98.93
2019-11-11 00:00:00-05:00,1771.9,44.68,280.73,114.32,45.57,37.15,192.65,294.18,82.44,93.54,27.13,20.79,119.05,98.83
2019-11-12 00:00:00-05:00,1778.23,44.49,277.83,112.43,44.56,37.29,193.26,291.9,83.32,92.71,26.7,20.65,119.14,98.33
2019-11-13 00:00:00-05:00,1753.4,44.06,279.4,112.61,44.5,36.65,194.97,283.02,83.96,92.41,26.71,20.92,120.99,98.36
2019-11-14 00:00:00-05:00,1754.65,44.45,278.72,112.49,43.97,38.49,194.07,289.66,84.37,92.49,26.01,20.89,120.651,98.14
2019-11-15 00:00:00-05:00,1739.08,44.845,281.38,112.6,44.1,39.79,193.97,295.0,84.22,92.53,26.8,20.581,118.89,98.28
2019-11-18 00:00:00-05:00,1752.86,44.69,284.61,113.24,45.45,41.01,194.24,302.62,84.02,92.77,26.75,20.45,120.21,98.29
2019-11-19 00:00:00-05:00,1753.16,44.5,285.68,113.49,44.99,40.05,193.45,302.54,83.66,93.32,27.03,20.615,119.91,98.1
2019-11-20 00:00:00-05:00,1746.6335,43.67,288.1,114.76,43.85,40.57,194.13,305.29,83.6,91.7,28.03,20.72,119.13,98.125
2019-11-21 00:00:00-05:00,1735.0,43.02,284.13,113.46,43.49,41.75,192.34,311.7,82.28,90.97,29.46,20.355,119.88,97.89
2019-11-22 00:00:00-05:00,1745.85,43.68,285.69,114.67,43.96,42.7,193.15,310.49,83.0,91.81,29.565,20.92,119.34,97.64
2019-11-25 00:00:00-05:00,1773.69,44.49,293.06,115.64,44.93,42.66,191.94,315.68,83.77,92.48,29.13,21.48,118.88,98.03
2019-11-26 00:00:00-05:00,1796.99,44.68,289.08,117.18,44.04,42.34,194.0,312.02,84.55,92.77,29.53,21.58,119.17,99.76
2019-11-27 00:00:00-05:00,1818.23,45.22,295.29,117.46,44.41,43.23,196.3,315.93,85.74,93.06,29.48,21.8,118.76,100.64
2019-11-29 00:00:00-05:00,1800.96,45.09,294.38,118.43,44.76,43.04,194.53,314.71,85.44,92.83,29.59,21.4488,119.1732,100.65
2019-12-02 00:00:00-05:00,1781.61,44.5,294.05,119.33,45.86,42.27,195.2,310.02,84.58,91.67,28.99,21.99,119.26,100.52
2019-12-03 00:00:00-05:00,1770.33,43.55,284.3,118.5,44.65,42.9,193.22,306.13,84.83,88.89,29.03,21.39,118.67,99.45
2019-12-04 00:00:00-05:00,1760.48,43.89,286.03,117.98,44.0,42.61,194.37,304.28,85.4,88.17,29.06,21.43,118.69,99.21
2019-12-05 00:00:00-05:00,1740.48,44.2,286.95,118.49,42.68,40.16,194.25,302.87,84.46,87.87,28.63,21.5,118.69,98.53
2019-12-06 00:00:00-05:00,1751.59,44.77,286.64,119.82,43.31,41.0,195.35,307.27,86.33,88.58,27.87,21.57,119.77,98.76
2019-12-09 00:00:00-05:00,1749.42,45.41,286.32,118.11,42.65,39.52,194.7,302.4795,86.29,87.6,27.7,21.7,119.35,99.01
2019-12-10 00:00:00-05:00,1739.49,45.32,285.35,118.6,41.27,39.05,194.95,293.33,86.06,86.53,27.9,21.48,119.13,99.24
2019-12-11 00:00:00-05:00,1748.9,45.79,293.81,117.43,41.07,40.2,194.72,298.86,86.59,87.02,28.43,21.5,118.99,99.41
2019-12-12 00:00:00-05:00,1760.18,46.88,296.59,116.29,42.39,42.58,196.27,298.44,88.22,88.47,28.67,21.51,119.74,99.85
2019-12-13 00:00:00-05:00,1760.93,47.46,294.99,115.574,42.21,43.5,197.18,298.5,88.685,87.58,28.5,21.83,120.35,100.11
2019-12-16 00:00:00-05:00,1769.21,46.99,292.15,116.02,42.32,45.02,197.85,304.1,88.76,88.63,30.03,22.125,120.55,100.88
2019-12-17 00:00:00-05:00,1790.66,47.19,291.72,116.04,42.39,45.76,196.5,315.41,88.15,89.36,29.73,22.37,121.28,99.6
2019-12-18 00:00:00-05:00,1782.36,46.59,284.37,116.3,42.22,46.4738,195.75,320.4,87.99,88.84,30.13,22.0,119.87,98.75
2019-12-19 00:00:00-05:00,1792.29,46.64,292.0,109.05,41.84,48.5,197.05,332.22,88.49,89.22,29.96,22.125,120.05,99.82
2019-12-20 00:00:00-05:00,1786.57,50.21,291.98,110.24,41.95,48.99,197.16,336.97,88.47,89.33,30.49,22.265,120.29,100.59
2019-12-23 00:00:00-05:00,1793.0,51.27,288.27,108.73,42.14,48.63,196.23,333.1,88.22,89.44,30.3385,22.03,119.03,99.8
2019-12-24 00:00:00-05:00,1789.63,50.93,289.7,108.5,42.08,48.58,196.68,333.28,88.52,89.14,30.48,22.17,119.52,100.36
2019-12-26 00:00:00-05:00,1869.02,51.34,292.24,108.92,42.07,49.06,197.16,332.62,88.08,89.25,30.68,22.14,119.55,101.8
2019-12-27 00:00:00-05:00,1869.26,51.33,292.41,107.99,41.22,49.07,198.16,329.09,88.13,88.37,30.18,22.17,119.57,101.93
2019-12-30 00:00:00-05:00,1847.18,51.03,293.25,108.98,42.05,48.34,196.99,323.31,87.43,87.94,29.75,22.16,119.42,100.62
2019-12-31 00:00:00-05:00,1847.64,50.82,293.83,109.03,42.01,48.61,197.55,323.53,87.92,88.09,29.73,22.21,118.79,100.75
2020-01-02 00:00:00-05:00,1897.71,51.31,293.46,112.26,42.28,47.24,200.8,329.82,89.35,89.71,30.99,22.34,118.94,102.18
2020-01-03 00:00:00-05:00,1874.93,49.88,294.79,112.38,41.78,47.17,200.02,325.9,88.83,87.9,31.37,22.37,117.86,101.84
2020-01-06 00:00:00-05:00,1903.33,48.38,293.88,113.11,42.31,49.19,202.33,335.83,88.13,87.7,31.58,22.13,117.65,101.79
2020-01-07 00:00:00-05:00,1906.86,48.5,291.75,112.15,42.25,48.62,202.63,330.775,87.87,86.78,32.81,21.95,116.53,101.97
2020-01-08 00:00:00-05:00,1892.09,48.77,290.56,113.85,42.76,54.77,205.86,339.14,88.89,87.28,33.93,21.72,116.18,102.14
2020-01-09 00:00:00-05:00,1901.0,49.21,288.9,114.39,42.62,55.76,208.32,335.6448,90.51,87.955,33.96,21.77,117.36,102.96
2020-01-10 00:00:00-05:00,1882.98,48.85,288.99,114.56,42.24,52.36,207.29,329.09,90.16,87.31,33.99,21.61,116.38,101.7
2020-01-13 00:00:00-05:00,1891.41,49.37,284.06,113.28,42.28,53.69,206.54,338.94,91.08,86.87,34.14,21.36,115.86,100.34
2020-01-14 00:00:00-05:00,1869.2,50.22,285.1,112.19,42.53,54.69,207.3,338.73,90.99,87.93,34.83,21.43,116.17,100.71
2020-01-15 00:00:00-05:00,1862.01,50.45,288.56,111.3,42.61,55.21,209.66,339.19,91.55,88.29,35.01,21.59,115.28,101.27
2020-01-16 00:00:00-05:00,1877.95,51.35,287.37,112.99,44.41,56.26,210.91,338.76,92.59,89.54,34.67,21.51,115.87,102.18
2020-01-17 00:00:00-05:00,1864.71,51.9,286.46,113.52,44.2,55.98,211.91,339.65,93.61,89.7,35.12,21.69,114.93,105.39
2020-01-21 00:00:00-05:00,1892.55,50.68,285.3,114.56,44.075,55.7,211.22,338.33,92.54,85.72,37.62,21.66,115.59,105.6
2020-01-22 00:00:00-05:00,1887.46,49.87,285.98,114.96,43.92,56.35,211.42,326.0,92.52,83.33,37.06,22.0,116.11,106.49
2020-01-23 00:00:00-05:00,1884.58,49.44,288.02,117.61,45.38,57.74,213.4,349.6,93.74,84.87,37.41,22.2,115.82,105.97
2020-01-24 00:00:00-05:00,1861.64,47.52,285.13,117.09,45.77,58.57,211.28,353.14,92.03,81.91,36.83,22.09,114.37,104.96
2020-01-27 00:00:00-05:00,1828.89,45.275,282.95,116.38,44.28,56.91,209.33,342.99,88.73,77.62,36.31,22.06,115.84,104.38
2020-01-28 00:00:00-05:00,1853.33,46.51,284.18,117.42,43.77,57.21,210.43,348.52,88.6,77.01,37.0,21.79,116.58,104.8
2020-01-29 00:00:00-05:00,1858.0,46.505,285.46,119.21,44.58,56.29,214.41,343.23,86.76,75.21,37.0,22.03,115.91,106.62
2020-01-30 00:00:00-05:00,1870.8896,44.75,282.43,118.22,43.74,55.91,216.2,347.7,85.84,77.75,36.68,21.9,116.57,106.6
2020-01-31 00:00:00-05:00,2007.75,43.47,281.69,116.4,42.64,54.12,213.88,345.05,84.84,74.78,36.3,21.67,114.46,105.77
2020-02-03 00:00:00-05:00,2003.25,42.74,270.75,114.93,40.95,53.78,215.13,357.79,86.0,74.91,37.58,21.95,114.26,106.4
2020-02-04 00:00:00-05:00,2049.78,43.56,273.39,115.56,40.89,56.0,214.65,368.95,88.38,78.89,38.53,22.37,115.27,106.71
2020-02-05 00:00:00-05:00,2039.62,44.14,278.02,117.51,41.89,55.44,214.38,369.72,87.56,81.85,36.88,22.275,116.83,106.78
2020-02-06 00:00:00-05:00,2050.37,43.78,279.46,121.5,42.7,54.62,212.83,367.12,86.15,80.51,37.09,21.9,116.295,103.73
2020-02-07 00:00:00-05:00,2079.21,42.2,275.5,120.71,42.0,50.56,211.6,366.77,86.42,79.48,40.64,21.94,116.45,102.03
2020-02-10 00:00:00-05:00,2134.55,41.79,274.86,121.79,42.79,52.83,213.27,371.2301,87.54,79.47,40.02,22.16,115.27,102.88
2020-02-11 00:00:00-05:00,2152.27,42.95,275.77,122.24,42.98,51.84,215.81,373.72,87.51,80.52,41.27,22.48,115.4,104.05
2020-02-12 00:00:00-05:00,2161.34,44.06,281.03,122.44,43.11,51.84,217.46,380.12,88.56,82.2,41.25,22.87,115.84,105.36
2020-02-13 00:00:00-05:00,2151.12,43.21,286.06,122.26,42.03,51.12,217.47,381.27,89.92,81.01,40.09,22.92,117.46,105.03
2020-02-14 00:00:00-05:00,2135.48,42.6,291.69,121.71,41.59,50.4,217.07,380.4,89.3,79.59,39.63,22.9,117.88,105.27
2020-02-18 00:00:00-05:00,2155.67,42.915,295.77,120.51,40.44,52.19,216.16,387.77,89.24,80.23,40.17,23.22,119.66,104.03
2020-02-19 00:00:00-05:00,2170.21,43.33,297.11,120.68,40.17,54.59,215.63,386.37,90.14,79.42,41.04,23.32,117.68,105.18
2020-02-20 00:00:00-05:00,2153.59,42.5,373.15,120.68,40.66,58.29,215.06,386.0,88.63,79.9,40.915,23.6,117.68,103.87
2020-02-21 00:00:00-05:00,2095.97,41.69,372.02,121.1,40.48,55.94,215.88,379.94,87.36,77.99,40.72,23.93,118.59,103.5
2020-02-24 00:00:00-05:00,2008.74,37.77,362.91,117.91,39.67,54.5892,213.55,368.67,84.51,75.48,38.32,23.39,116.34,100.26
2020-02-25 00:00:00-05:00,1970.65,35.84,368.79,111.7,38.41,51.98,212.1,360.09,82.19,70.58,35.89,22.96,114.42,97.95
2020-02-26 00:00:00-05:00,1979.61,33.15,366.38,107.07,35.935,49.36,210.17,379.23,80.66,66.525,34.46,21.91,113.79,97.51
2020-02-27 00:00:00-05:00,1882.88,31.85,347.74,99.3,33.95,46.19,200.93,371.54,78.27,64.94,32.395,20.07,110.36,92.69
2020-02-28 00:00:00-05:00,1889.18,33.5,339.21,97.5,34.35,48.14,194.25,369.91,78.43,61.6,33.87,18.89,107.77,89.32
2020-03-02 00:00:00-05:00,1954.0,33.05,347.41,98.8,34.64,48.6,202.55,381.26,82.4,61.26,32.83,19.63,115.94,92.55
2020-03-03 00:00:00-05:00,1908.88,31.83,339.47,95.3,35.25,48.98,199.39,368.96,78.64,58.3,33.03,19.15,112.91,91.31
2020-03-04 00:00:00-05:00,1976.46,32.46,341.9,95.05,35.3,52.8,207.03,383.99,79.67,59.47,34.52,20.0525,116.76,94.64
2020-03-05 00:00:00-05:00,1924.03,27.87,333.03,87.96,31.55,51.64,198.25,372.78,76.19,51.55,32.21,19.27,115.91,90.92
2020-03-06 00:00:00-05:00,1901.14,27.1401,336.47,88.19,30.3,51.93,198.95,368.9,75.33,52.1,31.68,19.2,117.25,89.43
