time,AMZN,CCL,DPZ,DRI,EAT,GRUB,MCD,NFLX,SBUX,UAL,UBER,WEN,WMT,YUM
2020-03-09 00:00:00-04:00,1800.01,21.735,336.26,77.43,24.68,49.52,186.85,346.03,70.8,46.67,28.1568,18.64,117.1,83.58
2020-03-10 00:00:00-04:00,1894.0,24.0185,344.05,82.6,26.46,48.73,199.88,364.27,74.9,52.56,28.97,19.81,119.82,86.8
2020-03-11 00:00:00-04:00,1819.63,21.752,332.66,70.21,21.5,42.62,188.16,349.59,68.1,49.34,26.245,18.02,114.42,80.96
2020-03-12 00:00:00-04:00,1676.21,14.9631,315.61,59.17,17.18,35.5,170.12,312.63,62.1,37.0777,22.61,15.63,104.05,78.46
2020-03-13 00:00:00-04:00,1786.31,17.58,316.63,65.33,17.15,37.87,177.13,336.3,70.05,41.64,22.59,16.8,114.09,78.46
2020-03-16 00:00:00-04:00,1688.0,14.57,285.75,49.2,10.5,36.33,149.01,296.84,58.41,35.41,20.29,12.3485,106.75,69.83
2020-03-17 00:00:00-04:00,1807.38,12.71,298.67,41.93,8.58,40.81,147.64,319.7401,58.98,30.74,18.91,10.51,119.185,65.49
2020-03-18 00:00:00-04:00,1832.39,9.29,291.53,34.15,7.61,35.87,137.3,317.33,56.36,21.38,14.82,7.45,122.61,60.69
2020-03-19 00:00:00-04:00,1880.5,9.99,323.15,42.42,10.99,36.81,149.85,331.885,61.39,21.28,20.5,10.65,119.39,62.61
2020-03-20 00:00:00-04:00,1846.09,11.99,303.07,39.0,9.3001,31.7,148.26,332.7,57.99,24.54,21.4701,10.94,113.95,58.03
2020-03-23 00:00:00-04:00,1902.54,12.005,324.2,41.02,10.6275,30.12,137.09,360.06,56.51,26.26,22.39,11.42,114.29,56.55
2020-03-24 00:00:00-04:00,1940.0,13.67,343.56,53.95,13.85,34.61,161.91,359.39,64.91,33.0,26.39,14.06,114.99,69.67
2020-03-25 00:00:00-04:00,1885.78,15.57,321.57,58.4,15.46,35.76,162.71,342.56,65.81,36.6,26.19,14.44,109.34,72.93
2020-03-26 00:00:00-04:00,1955.225,17.8,334.05,60.56,14.48,38.2,166.92,363.14,70.17,35.54,28.21,13.95,109.59,75.86
2020-03-27 00:00:00-04:00,1899.92,14.41,338.86,54.66,11.06,39.16,163.64,357.12,66.35,32.8,27.28,14.0689,109.58,68.52
2020-03-30 00:00:00-04:00,1964.78,12.8,346.76,56.85,11.33,39.59,168.2,370.53,67.86,30.15,27.83,14.95,115.18,70.71
2020-03-31 00:00:00-04:00,1949.79,13.155,324.65,54.46,12.01,40.73,165.21,375.36,65.73,31.54,27.9,14.88,113.56,68.53
2020-04-01 00:00:00-04:00,1906.58,8.8,333.64,46.02,11.5,39.57,158.17,364.21,62.63,25.65,25.4101,13.96,114.14,67.65
2020-04-02 00:00:00-04:00,1918.83,7.97,333.08,44.32,10.07,34.81,161.52,370.13,65.03,23.41,23.5801,13.35,118.63,66.08
2020-04-03 00:00:00-04:00,1906.6,8.49,327.75,45.48,10.47,34.27,160.32,361.76,63.1,22.885,22.8,13.06,119.46,63.3
2020-04-06 00:00:00-04:00,1998.49,10.19,338.54,52.37,12.12,39.77,177.05,379.92,67.8,24.02,25.97,14.44,125.86,70.43
2020-04-07 00:00:00-04:00,2011.6,11.265,334.58,58.96,13.0,42.02,175.59,372.28,68.83,24.48,25.74,14.91,122.0,71.47
2020-04-08 00:00:00-04:00,2042.9,11.98,343.83,63.65,14.69,43.69,177.37,371.24,71.56,27.5,26.95,16.05,121.83,75.37
2020-04-09 00:00:00-04:00,2042.82,12.425,343.94,64.41,17.28,45.13,183.67,370.89,73.88,31.52,27.11,16.97,121.79,80.25
2020-04-13 00:00:00-04:00,2168.01,11.485,355.14,60.93,15.07,39.65,180.13,396.56,71.76,28.9,27.98,16.57,125.33,76.99
2020-04-14 00:00:00-04:00,2283.31,12.49,358.26,61.17,15.71,41.66,184.0,413.39,73.67,30.88,27.755,17.165,128.99,79.86
2020-04-15 00:00:00-04:00,2309.27,12.365,354.1,58.83,14.57,40.34,177.67,426.75,72.55,31.86,27.4,16.75,128.75,77.63
2020-04-16 00:00:00-04:00,2408.19,11.84,360.46,58.01,14.5,40.31,179.5,439.17,73.53,28.21,27.04,17.2606,132.28,80.06
2020-04-17 00:00:00-04:00,2372.87,12.5512,362.86,63.35,15.9,42.37,185.98,423.05,77.08,29.07,27.99,18.41,132.11,84.14
2020-04-20 00:00:00-04:00,2393.08,12.22,368.73,61.76,15.26,42.49,181.65,437.38,75.32,27.78,28.18,18.06,129.82,82.0
2020-04-21 00:00:00-04:00,2329.36,11.84,365.13,63.24,14.89,40.94,177.6,434.31,72.75,27.87,27.18,17.41,129.13,81.19
2020-04-22 00:00:00-04:00,2366.54,11.655,382.55,68.52,16.46,43.32,186.711,420.19,77.49,25.9001,28.255,18.3,131.51,86.96
2020-04-23 00:00:00-04:00,2399.44,12.15,369.64,66.88,15.69,42.06,181.93,426.7,75.16,25.7298,28.33,18.22,128.54,85.55
2020-04-24 00:00:00-04:00,2410.0,11.92,366.81,68.83,15.87,43.51,184.02,424.99,75.588,25.57,29.5,18.91,129.43,85.88
2020-04-27 00:00:00-04:00,2376.82,12.97,362.02,72.42,17.16,46.69,185.9,421.35,77.75,25.01,30.09,19.83,128.22,88.19
2020-04-28 00:00:00-04:00,2314.08,14.45,355.84,74.79,19.13,46.34,185.96,403.79,78.69,27.84,30.13,19.79,128.01,88.37
2020-04-29 00:00:00-04:00,2371.88,16.685,361.97,78.22,24.82,47.43,187.84,411.52,76.9,31.21,31.41,20.44,123.63,87.49
2020-04-30 00:00:00-04:00,2471.5,15.89,362.21,73.76,23.28,47.77,187.395,420.02,76.74,29.58,30.27,19.87,121.54,86.4
2020-05-01 00:00:00-04:00,2285.94,13.9299,356.94,69.81,21.8201,45.48,182.65,415.26,73.7937,26.62,28.39,19.46,122.96,83.82
2020-05-04 00:00:00-04:00,2315.99,14.33,359.02,70.62,19.96,46.62,181.88,427.97,71.85,25.25,27.42,19.27,123.75,83.09
2020-05-05 00:00:00-04:00,2317.64,13.09,371.72,68.98,19.755,47.78,179.11,424.52,72.9103,24.11,28.08,18.83,124.74,83.28
2020-05-06 00:00:00-04:00,2350.97,12.8283,372.2,68.22,19.29,50.82,176.94,434.2,72.98,22.904,27.85,20.19,123.35,83.18
2020-05-07 00:00:00-04:00,2367.61,13.52,367.23,70.53,20.26,44.85,181.0,436.54,76.01,22.75,30.89,20.48,121.9,84.59
2020-05-08 00:00:00-04:00,2379.5,14.2,369.12,74.72,22.41,46.82,181.22,435.66,77.92,25.42,32.69,21.44,122.99,86.17
2020-05-11 00:00:00-04:00,2406.9375,13.84,377.57,73.93,22.07,46.81,180.88,440.2,75.88,23.9662,31.65,21.13,123.67,86.36
2020-05-12 00:00:00-04:00,2357.505,13.19,377.94,70.33,20.55,60.36,176.55,431.83,74.34,22.76,32.37,20.79,123.8,84.0
2020-05-13 00:00:00-04:00,2366.17,12.26,385.0,65.88,18.91,58.18,172.76,438.13,73.62,20.7385,33.02,19.87,123.69,80.43
2020-05-14 00:00:00-04:00,2391.37,12.2683,375.73,66.69,18.93,54.705,175.36,442.13,74.24,20.295,32.79,20.63,123.44,83.27
2020-05-15 00:00:00-04:00,2410.41,12.77,376.04,69.62,19.72,54.98,173.78,454.43,74.16,19.91,32.47,20.87,125.76,84.91
2020-05-18 00:00:00-04:00,2426.38,14.72,364.53,75.51,22.56,57.67,179.77,452.58,76.23,24.13,33.64,20.57,127.7,86.71
2020-05-19 00:00:00-04:00,2448.59,14.12,370.01,75.82,22.696,57.45,179.56,451.03,75.86,23.68,33.41,20.12,124.93,86.87
2020-05-20 00:00:00-04:00,2497.35,14.15,377.23,78.31,23.17,57.51,184.03,447.88,77.77,24.91,34.49,20.45,125.43,88.09
2020-05-21 00:00:00-04:00,2448.01,14.6,375.23,77.21,24.51,56.34,185.26,436.34,78.08,25.84,34.26,20.875,125.0,88.06
2020-05-22 00:00:00-04:00,2436.89,14.455,372.16,75.56,24.48,57.35,184.33,429.08,77.62,25.39,34.82,20.87,124.315,87.24
2020-05-26 00:00:00-04:00,2423.7,16.28,360.16,78.47,25.9,57.26,184.84,414.93,77.77,29.53,34.57,20.7,123.85,88.05
2020-05-27 00:00:00-04:00,2409.51,17.24,373.98,81.53,28.15,55.37,187.67,419.81,78.59,30.6941,34.9,21.79,122.48,90.24
2020-05-28 00:00:00-04:00,2401.05,15.93,365.4,79.47,26.41,52.87,188.84,413.44,78.54,28.89,34.16,21.24,123.67,90.79
2020-05-29 00:00:00-04:00,2436.53,15.75,385.82,76.95,26.41,56.76,186.56,419.28,77.87,28.02,36.33,21.25,124.03,89.83
2020-06-01 00:00:00-04:00,2470.12,16.79,383.59,78.31,27.23,58.75,187.49,425.92,78.34,29.46,35.85,21.9,123.93,90.52
2020-06-02 00:00:00-04:00,2473.3,16.87,384.86,78.1,26.91,57.48,187.59,427.49,77.79,29.9192,35.81,21.93,123.94,92.21
2020-06-03 00:00:00-04:00,2478.4,17.25,390.24,85.92,28.44,58.49,193.26,421.83,79.59,33.6,36.75,22.18,123.44,94.55
2020-06-04 00:00:00-04:00,2460.6,18.48,382.78,86.02,29.33,57.52,193.24,414.67,78.74,39.0702,36.43,21.94,122.1,95.02
2020-06-05 00:00:00-04:00,2481.415,21.5,376.41,85.62,28.9,60.5399,197.285,419.67,82.14,42.4,37.2,22.86,121.58,96.57
2020-06-08 00:00:00-04:00,2522.8,24.9199,376.04,84.735,29.88,57.45,202.7,419.58,83.57,48.7,37.08,22.65,121.07,95.995
2020-06-09 00:00:00-04:00,2603.39,23.0361,382.22,80.98,29.869,57.9,199.81,434.01,82.38,44.63,36.59,23.04,121.4,95.67
2020-06-10 00:00:00-04:00,2648.16,20.58,392.22,77.88,27.55,59.04,195.77,434.28,79.01,39.705,34.82,22.25,121.2,94.13
2020-06-11 00:00:00-04:00,2558.47,17.44,382.75,73.0,24.05,61.79,187.59,425.25,72.57,33.3101,31.1101,21.16,120.16,90.655
2020-06-12 00:00:00-04:00,2566.705,19.1002,372.22,73.245,24.24,62.23,186.75,423.11,74.15,36.91,31.43,21.15,119.485,90.63
2020-06-15 00:00:00-04:00,2572.62,19.43,377.95,76.54,27.32,61.02,189.54,425.63,76.97,38.995,32.67,21.88,118.09,91.44
2020-06-16 00:00:00-04:00,2615.13,20.428,374.72,76.71,27.59,63.4,190.44,436.14,77.86,40.21,33.49,22.04,119.71,91.88
2020-06-17 00:00:00-04:00,2641.72,19.09,380.65,74.14,26.27,64.46,190.8,447.77,77.1,39.26,33.29,21.83,119.01,91.25
2020-06-18 00:00:00-04:00,2655.0,18.85,375.56,74.13,26.1,63.86,189.47,449.71,76.305,39.3299,33.37,22.05,117.99,90.11
2020-06-19 00:00:00-04:00,2671.86,17.84,378.09,70.23,24.26,63.93,186.645,453.3961,75.465,36.835,32.28,21.88,119.75,88.23
2020-06-22 00:00:00-04:00,2712.0,17.26,384.64,71.36,22.845,65.96,187.47,468.08,75.41,36.5338,32.68,21.97,121.68,87.82
2020-06-23 00:00:00-04:00,2764.42,18.04,377.51,75.33,25.74,70.06,186.71,465.94,75.49,36.07,33.05,21.9,121.07,87.95
2020-06-24 00:00:00-04:00,2733.49,15.9983,375.48,70.83,23.52,68.45,184.38,457.65,73.72,33.07,30.47,21.24,120.35,86.55
2020-06-25 00:00:00-04:00,2756.16,16.0,373.7,74.53,23.4,68.95,182.75,466.14,73.85,34.69,30.58,20.94,119.63,85.96
2020-06-26 00:00:00-04:00,2692.87,15.83,365.81,72.95,22.27,69.14,179.73,443.39,71.53,32.93,29.635,21.06,118.31,84.79
2020-06-29 00:00:00-04:00,2681.52,16.78,369.46,76.63,25.04,69.77,182.8,447.42,73.485,35.29,29.63,21.68,119.09,87.0
2020-06-30 00:00:00-04:00,2756.09,16.4,369.49,75.77,24.0,70.25,184.32,454.75,73.59,34.61,31.08,21.77,119.66,86.9
2020-07-01 00:00:00-04:00,2879.2,16.36,375.56,76.11,23.12,69.13,184.67,485.58,74.03,34.45,30.43,22.25,119.69,86.47
2020-07-02 00:00:00-04:00,2887.56,15.88,374.31,74.8,22.15,69.86,183.52,477.22,73.77,34.145,30.68,21.9,119.21,86.55
2020-07-06 00:00:00-04:00,3057.16,15.61,385.0,74.99,22.93,73.02,188.52,493.81,75.43,35.19,32.51,22.74,118.88,88.52
2020-07-07 00:00:00-04:00,3000.12,14.58,381.13,72.19,22.17,71.09,185.82,493.05,74.27,32.58,32.83,21.97,126.97,86.91
2020-07-08 00:00:00-04:00,3081.88,15.32,384.34,73.11,22.17,70.98,185.93,502.68,74.11,32.54,33.93,22.22,124.41,86.51
2020-07-09 00:00:00-04:00,3183.81,14.58,385.67,71.34,21.59,71.48,184.36,507.62,73.59,30.16,33.15,21.63,127.76,86.42
2020-07-10 00:00:00-04:00,3203.36,16.16,398.41,72.08,22.84,71.87,184.89,548.7,74.29,32.65,33.17,21.99,130.66,87.24
2020-07-13 00:00:00-04:00,3101.55,15.29,401.3,72.89,22.35,69.47,184.96,525.5,72.69,31.74,31.72,21.43,129.55,87.43
2020-07-14 00:00:00-04:00,3084.02,15.04,401.93,72.91,21.95,69.96,190.69,525.12,72.72,31.75,30.935,21.72,132.02,88.18
2020-07-15 00:00:00-04:00,3008.87,17.48,415.37,79.16,25.265,69.42,191.81,523.45,75.6,36.37,32.79,22.44,132.0,90.37
2020-07-16 00:00:00-04:00,2994.55,15.85,406.82,76.54,24.42,70.0603,191.07,526.1,74.41,34.49,32.395,22.24,132.06,89.74
2020-07-17 00:00:00-04:00,2961.47,15.47,390.21,77.49,24.3,70.16,191.43,493.18,74.16,33.93,32.55,22.4,131.75,90.59
2020-07-20 00:00:00-04:00,3195.01,15.01,391.37,74.29,23.61,69.98,191.61,502.35,74.96,32.33,33.66,22.28,131.45,90.92
2020-07-21 00:00:00-04:00,3141.43,15.19,387.7,75.52,24.35,70.96,192.98,490.1,75.42,33.04,32.5401,22.81,132.33,91.06
2020-07-22 00:00:00-04:00,3100.23,15.14,389.05,77.39,25.26,70.78,198.61,489.63,77.23,31.67,32.66,23.34,132.66,93.62
2020-07-23 00:00:00-04:00,2987.725,14.8,381.4,76.14,25.61,69.5,197.62,477.69,75.37,33.22,32.16,23.11,131.65,92.86
2020-07-24 00:00:00-04:00,3008.92,14.8,387.07,78.64,26.43,68.85,198.74,480.45,75.78,32.88,31.18,23.45,131.24,93.14
2020-07-27 00:00:00-04:00,3053.89,13.76,389.57,76.38,26.47,71.0,201.26,495.7,76.46,32.41,30.99,23.82,131.23,93.4
2020-07-28 00:00:00-04:00,2999.62,14.34,385.47,75.86,26.6,70.15,196.28,488.45,74.8,33.46,30.81,22.9,131.79,92.75
2020-07-29 00:00:00-04:00,3034.27,14.65,384.81,78.85,28.4,71.14,196.2,484.48,77.42,32.58,31.023,23.435,130.72,94.76
2020-07-30 00:00:00-04:00,3052.65,14.34,384.58,78.59,27.97,70.24,195.43,485.69,76.63,31.73,30.24,23.15,130.11,91.63
2020-07-31 00:00:00-04:00,3164.68,13.88,386.61,75.9,26.89,72.25,194.25,489.27,76.54,31.38,30.26,23.17,129.43,91.11
2020-08-03 00:00:00-04:00,3111.42,13.07,387.02,74.49,25.98,73.56,194.39,498.62,75.5,31.87,31.2,23.05,129.3,90.9
2020-08-04 00:00:00-04:00,3138.82,13.75,391.78,76.48,27.66,72.99,199.36,509.87,75.14,32.29,32.68,23.82,131.62,91.83
2020-08-05 00:00:00-04:00,3205.83,14.02,393.25,75.75,28.02,74.52,199.24,502.11,75.78,33.715,33.2,22.38,129.8,91.0
2020-08-06 00:00:00-04:00,3224.35,13.775,392.5,76.5,28.63,75.0,203.15,509.05,75.64,34.4,34.71,22.24,129.35,90.99
2020-08-07 00:00:00-04:00,3165.75,14.22,389.13,79.07,29.729,75.01,204.62,494.98,75.77,34.33,32.91,22.345,129.99,90.8
2020-08-10 00:00:00-04:00,3149.87,15.43,385.93,81.55,29.8,74.87,204.12,483.0,77.47,37.535,32.23,21.97,131.91,91.34
2020-08-11 00:00:00-04:00,3080.67,15.81,388.71,84.14,30.15,73.78,205.06,466.63,78.88,36.84,31.2,22.08,130.2,92.72
2020-08-12 00:00:00-04:00,3161.0,15.19,392.76,84.61,34.48,77.27,205.98,475.47,79.29,36.38,30.845,22.2,131.87,93.16
2020-08-13 00:00:00-04:00,3161.02,15.225,399.08,84.55,36.69,77.64,206.44,481.23,79.01,35.8,30.46,22.37,131.84,92.79
2020-08-14 00:00:00-04:00,3148.0,15.48,399.0,84.09,37.03,76.71,207.05,482.57,78.38,36.19,30.0,21.98,132.54,92.67
2020-08-17 00:00:00-04:00,3181.16,14.68,409.0,83.9,37.19,77.64,208.59,482.58,78.96,34.4,29.49,21.32,135.77,93.61
2020-08-18 00:00:00-04:00,3312.49,14.42,411.45,82.83,37.72,78.15,210.35,492.1,78.99,33.98,30.08,21.59,134.66,94.9
2020-08-19 00:00:00-04:00,3260.15,14.61,414.24,79.88,37.61,78.16,209.58,484.54,77.64,34.43,29.42,21.18,132.41,93.91
2020-08-20 00:00:00-04:00,3296.05,14.55,418.35,80.95,38.26,77.04,209.87,498.26,77.22,34.05,31.415,21.68,130.57,95.38
2020-08-21 00:00:00-04:00,3284.59,14.65,419.73,82.74,38.49,76.33,211.55,492.31,77.07,33.04,30.83,21.8,131.64,96.09
2020-08-24 00:00:00-04:00,3307.45,16.15,418.98,82.88,39.25,74.84,212.62,488.92,78.7,36.32,31.04,21.45,131.33,96.58
2020-08-25 00:00:00-04:00,3346.05,15.9,419.35,82.61,39.59,74.76,212.64,490.58,82.73,35.2399,31.19,21.42,130.62,96.47
2020-08-26 00:00:00-04:00,3442.06,15.29,418.15,82.73,39.23,75.01,213.76,547.37,82.4,34.25,32.2999,21.25,130.68,95.34
2020-08-27 00:00:00-04:00,3400.7,16.13,416.32,85.79,40.31,73.45,212.17,526.59,83.45,36.21,32.8,21.51,136.65,95.48
2020-08-28 00:00:00-04:00,3401.8,17.21,416.21,89.83,45.61,73.0,214.91,523.89,85.03,37.35,33.81,21.72,140.31,97.46
2020-08-31 00:00:00-04:00,3441.91,16.48,408.87,86.68,45.02,72.35,213.44,529.05,84.46,36.0,33.63,20.94,138.85,95.85
2020-09-01 00:00:00-04:00,3500.47,16.5,410.0,87.15,45.87,72.5,212.69,556.99,86.07,36.02,34.29,20.96,147.6,96.15
2020-09-02 00:00:00-04:00,3529.34,16.7,403.6,90.32,47.75,71.79,216.21,552.85,88.35,36.88,34.37,21.97,147.6301,97.97
2020-09-03 00:00:00-04:00,3369.17,17.58,397.65,89.1,46.63,69.4,213.83,525.75,86.49,37.395,33.4,21.95,144.57,96.34
2020-09-04 00:00:00-04:00,3294.62,18.53,381.81,89.29,45.7,68.82,211.73,515.77,86.26,38.21,33.24,21.59,142.84,95.2154
2020-09-08 00:00:00-04:00,3149.84,18.29,376.36,89.12,44.13,68.51,213.71,507.02,85.39,37.29,34.31,21.86,138.45,93.67
2020-09-09 00:00:00-04:00,3268.27,17.66,381.9,88.58,44.16,69.82,215.74,500.19,85.85,36.03,35.01,22.495,139.94,93.39
2020-09-10 00:00:00-04:00,3176.12,17.87,388.98,89.95,44.41,69.06,217.32,480.78,84.86,36.44,35.98,21.85,136.79,92.35
2020-09-11 00:00:00-04:00,3117.28,17.69,394.56,86.88,43.57,69.15,218.01,482.44,85.29,36.07,36.9768,21.48,136.68,92.28
2020-09-14 00:00:00-04:00,3102.97,17.84,388.52,91.63,44.68,69.89,220.55,476.1,86.63,36.74,37.94,22.04,137.27,92.85
2020-09-15 00:00:00-04:00,3153.28,15.98,389.37,93.38,46.21,70.27,222.37,496.3,87.715,36.78,37.465,21.87,137.26,93.52
2020-09-16 00:00:00-04:00,3077.14,16.45,386.38,92.97,46.53,69.03,224.8,483.51,88.38,38.2999,37.66,21.11,136.27,94.8
2020-09-17 00:00:00-04:00,3010.56,16.25,395.06,91.59,45.0,68.77,222.65,470.245,86.79,38.36,37.0557,21.26,136.71,93.69
2020-09-18 00:00:00-04:00,2952.64,15.305,397.84,89.97,46.07,69.25,220.3,469.97,84.875,36.99,37.09,20.96,135.29,92.11
2020-09-21 00:00:00-04:00,2962.0,14.29,404.96,87.77,44.65,70.28,216.45,487.51,83.91,33.79,36.49,20.66,137.08,89.38
2020-09-22 00:00:00-04:00,3129.0,14.41,413.66,89.97,44.65,73.05,216.41,491.16,83.935,34.09,34.4,21.065,138.32,90.59
2020-09-23 00:00:00-04:00,2997.44,14.135,413.54,90.0,43.66,71.06,214.97,470.6,83.01,33.08,33.555,21.01,136.01,89.77
2020-09-24 00:00:00-04:00,3018.58,13.73,413.19,97.31,46.06,71.79,216.03,473.09,83.04,32.75,33.35,21.18,136.7,91.36
2020-09-25 00:00:00-04:00,3094.65,15.07,418.08,97.22,44.9,71.98,218.19,482.65,84.31,34.2,34.46,21.34,137.27,91.39
2020-09-28 00:00:00-04:00,3175.04,15.315,421.9161,100.59,45.45,72.3,220.11,490.64,86.09,35.93,35.56,22.14,137.3,91.88
2020-09-29 00:00:00-04:00,3142.92,15.07,423.46,100.79,43.56,73.14,218.61,493.56,84.8,34.51,35.43,22.36,137.13,90.7
2020-09-30 00:00:00-04:00,3147.425,15.19,425.28,100.76,42.73,72.35,219.41,499.72,85.86,34.76,36.48,22.29,139.87,91.31
2020-10-01 00:00:00-04:00,3222.01,15.04,426.94,104.88,43.02,73.24,219.66,527.71,86.75,35.18,37.14,22.86,143.07,91.82
2020-10-02 00:00:00-04:00,3125.93,15.17,433.87,104.22,43.56,73.42,222.68,503.32,86.57,36.01,37.72,23.18,140.51,95.17
2020-10-05 00:00:00-04:00,3199.2,14.97,424.85,103.74,43.62,74.43,226.05,520.7,88.46,36.2101,37.1314,23.56,141.8,94.09
2020-10-06 00:00:00-04:00,3099.29,15.19,427.67,101.18,42.94,73.53,223.94,505.87,86.97,34.8727,36.25,22.99,140.59,91.93
2020-10-07 00:00:00-04:00,3192.51,15.99,431.499,101.42,45.01,74.53,226.36,534.545,88.43,36.38,36.77,23.3,140.88,93.88
2020-10-08 00:00:00-04:00,3190.55,15.6,400.93,103.39,46.84,73.89,225.823,531.79,89.53,36.99,37.335,23.79,141.36,95.4
2020-10-09 00:00:00-04:00,3287.82,15.69,390.96,102.0,47.31,74.57,224.83,539.45,90.02,37.12,37.28,24.31,142.8,95.5
2020-10-12 00:00:00-04:00,3442.93,15.215,392.58,100.145,45.67,76.71,226.01,539.7,90.79,36.39,36.28,23.8277,144.24,95.95
2020-10-13 00:00:00-04:00,3442.64,14.03,407.73,98.73,44.76,75.78,227.35,554.08,90.15,35.26,35.57,24.09,146.24,95.97
2020-10-14 00:00:00-04:00,3363.05,13.98,403.2,99.23,46.65,81.37,227.62,541.26,89.32,35.61,35.12,24.11,143.95,96.52
2020-10-15 00:00:00-04:00,3338.62,14.025,401.84,100.13,48.78,83.58,229.65,542.09,88.835,34.27,34.27,24.74,144.535,99.5
2020-10-16 00:00:00-04:00,3160.0,14.09,399.37,98.95,47.13,84.41,229.3,530.7,88.54,34.15,33.73,24.2,144.69,98.54
2020-10-19 00:00:00-04:00,3207.3,14.15,394.75,96.61,45.645,83.3,225.99,530.92,87.61,35.49,34.2501,24.04,143.06,97.25
2020-10-20 00:00:00-04:00,3216.26,14.61,394.31,98.33,46.49,83.4,227.43,525.4,88.49,36.05,36.31,23.975,143.87,97.29
2020-10-21 00:00:00-04:00,3183.6,14.48,389.83,97.69,45.13,80.75,228.19,489.07,88.25,35.54,35.2,23.91,144.42,99.08
2020-10-22 00:00:00-04:00,3177.4,15.19,391.84,99.81,46.09,81.31,229.16,485.2899,89.375,37.24,36.7,24.13,143.55,99.85
2020-10-23 00:00:00-04:00,3204.64,15.365,394.1,99.53,44.75,79.35,228.71,488.27,90.79,38.0,36.76,23.68,143.84,101.36
2020-10-26 00:00:00-04:00,3207.32,14.025,394.61,95.385,43.9,77.21,224.25,488.4503,89.66,35.36,35.495,23.28,142.25,99.14
2020-10-27 00:00:00-04:00,3287.92,13.75,397.03,95.88,43.2,77.4,222.98,488.97,90.05,34.175,34.16,23.53,142.88,97.99
2020-10-28 00:00:00-04:00,3162.49,12.295,384.0,90.18,41.97,75.34,214.7812,485.94,87.2,32.62,33.65,22.29,140.12,95.04
2020-10-29 00:00:00-04:00,3212.79,12.9701,386.73,92.48,44.52,74.72,214.95,504.28,88.29,33.56,34.04,22.3,139.92,94.94
2020-10-30 00:00:00-04:00,3036.13,13.7,378.34,91.91,43.54,73.95,212.94,475.79,86.95,33.88,33.42,21.85,138.81,93.34
2020-11-02 00:00:00-05:00,3004.48,13.55,376.03,91.84,44.36,73.64,212.56,484.1201,85.97,33.78,34.795,22.13,140.41,95.25
2020-11-03 00:00:00-05:00,3046.25,13.7199,383.24,93.06,46.3,75.08,216.81,487.22,88.35,34.02,35.77,23.09,142.74,96.72
2020-11-04 00:00:00-05:00,3241.16,13.34,392.52,96.71,46.73,77.39,214.96,496.96,89.77,33.345,40.995,21.79,142.0,98.64
2020-11-05 00:00:00-05:00,3322.0,14.18,396.22,101.52,45.58,80.27,216.24,513.65,90.62,35.34,41.82,22.18,143.46,100.75
2020-11-06 00:00:00-05:00,3310.41,13.82,399.64,102.12,45.48,79.85,216.61,514.86,90.65,34.66,44.91,22.23,145.78,99.4
2020-11-09 00:00:00-05:00,3141.34,19.24,376.75,120.63,50.14,71.09,213.19,470.79,95.84,41.35,48.18,22.425,143.57,102.03
2020-11-10 00:00:00-05:00,3035.18,16.71,381.67,113.4,48.37,71.02,213.32,480.26,93.92,40.05,46.995,22.74,145.58,102.99
2020-11-11 00:00:00-05:00,3136.81,16.21,394.67,107.06,46.26,73.53,217.9,490.76,95.03,38.51,46.24,23.21,148.0,101.82
2020-11-12 00:00:00-05:00,3110.2,14.94,390.77,106.31,46.07,72.62,213.06,486.77,93.55,36.85,46.41,23.03,148.17,100.44
2020-11-13 00:00:00-05:00,3134.09,16.0318,388.23,107.275,46.97,73.89,212.56,482.82,95.51,39.07,47.215,22.75,150.54,102.66
2020-11-16 00:00:00-05:00,3132.99,17.58,384.86,108.865,49.79,72.01,216.74,478.04,97.18,41.0,49.21,22.98,153.03,104.9888
2020-11-17 00:00:00-05:00,3135.66,18.05,384.46,108.53,51.16,72.6,216.03,480.63,98.63,40.59,48.89,22.78,149.38,104.03
2020-11-18 00:00:00-05:00,3105.1,17.58,382.46,110.19,49.93,70.3,215.53,481.9,97.94,41.05,49.105,22.2,149.1,104.18
2020-11-19 00:00:00-05:00,3114.41,18.18,385.04,109.8,49.53,70.95,215.17,484.66,97.75,40.93,49.26,22.58,152.12,105.22
2020-11-20 00:00:00-05:00,3099.205,17.3799,389.52,108.45,48.56,70.86,214.11,488.13,97.0,39.9,48.45,22.51,150.32,105.01
2020-11-23 00:00:00-05:00,3100.18,18.17,387.2,109.58,49.49,69.58,217.01,476.56,96.91,40.92,50.04,21.96,150.9,105.0
2020-11-24 00:00:00-05:00,3116.86,20.23,383.14,113.5,52.23,68.9,219.8,482.78,98.32,44.96,51.25,22.33,151.37,107.13
2020-11-25 00:00:00-05:00,3184.82,20.65,383.43,110.58,52.28,69.7,219.3,484.8,98.19,45.64,50.81,22.16,151.84,106.62
2020-11-27 00:00:00-05:00,3195.95,21.585,390.93,109.94,52.48,70.08,218.36,491.34,98.66,45.29,50.69,22.16,151.68,107.19
2020-11-30 00:00:00-05:00,3168.03,19.97,392.58,107.95,50.125,70.33,217.43,490.7,98.03,45.04,49.66,21.98,152.9,105.8
2020-12-01 00:00:00-05:00,3220.08,20.14,391.82,110.57,51.27,71.65,216.13,504.58,98.81,45.2901,49.65,22.13,152.63,106.35
