Date,Open,High,Low,Close,Adj Close,Volume
2018-01-29,108.110001,109.980003,107.989998,109.550003,102.734818,8355200
2018-01-30,109.139999,109.360001,107.150002,107.730003,101.028030,9180500
2018-01-31,107.769997,108.180000,106.070000,106.599998,99.968307,9812800
2018-02-01,105.959999,106.559998,105.180000,105.519997,98.955513,6386800
2018-02-02,105.150002,106.470001,104.150002,104.480003,97.980217,9253100
2018-02-05,103.400002,104.610001,97.089996,100.089996,93.863304,12561600
2018-02-06,97.639999,101.080002,97.250000,100.900002,94.622940,16413800
2018-02-07,100.500000,104.589996,100.010002,102.849998,96.451599,11165200
2018-02-08,103.230003,103.480003,100.000000,100.019997,93.797661,13975100
2018-02-09,100.529999,101.099998,96.430000,99.370003,93.188110,14184600
2018-02-12,100.129997,100.449997,98.800003,99.550003,93.356911,9135100
2018-02-13,99.330002,101.220001,99.330002,100.980003,94.697952,6622800
2018-02-14,100.860001,102.250000,100.209999,101.699997,95.373146,7307600
2018-02-15,102.550003,103.639999,101.830002,103.230003,96.807976,7494900
2018-02-16,103.089996,104.940002,101.980003,104.779999,98.261528,16064300
2018-02-20,96.989998,97.940002,94.099998,94.110001,88.255325,52088500
2018-02-21,95.110001,95.339996,91.239998,91.519997,85.826447,49503700
2018-02-22,91.430000,93.389999,91.309998,92.769997,86.998695,20365000
2018-02-23,92.879997,93.489998,91.760002,92.889999,87.111237,12791500
2018-02-26,92.900002,93.800003,92.220001,93.120003,87.326912,14699300
2018-02-27,93.629997,93.720001,91.510002,91.519997,85.826447,13376100
2018-02-28,92.000000,92.099998,90.000000,90.010002,84.410393,14143700
2018-03-01,90.169998,90.180000,87.709999,89.080002,83.538254,18909600
2018-03-02,87.269997,88.900002,87.239998,88.769997,83.247543,19043400
2018-03-05,88.139999,90.500000,88.070000,89.980003,84.382271,13383200
2018-03-06,90.349998,90.500000,88.629997,89.059998,83.519501,11054700
2018-03-07,87.980003,88.529999,87.339996,87.739998,82.281609,11453000
2018-03-08,87.769997,88.129997,87.339996,87.919998,82.941986,9588700
2018-03-09,88.239998,88.720001,87.529999,88.720001,83.696686,9754400
2018-03-12,88.699997,89.440002,87.879997,88.070000,83.083504,8474000
2018-03-13,88.389999,88.900002,87.980003,88.300003,83.300461,7173000
2018-03-14,88.510002,88.989998,87.500000,87.669998,82.706146,11040600
2018-03-15,87.680000,88.790001,85.900002,87.510002,82.555191,16615200
2018-03-16,87.720001,90.089996,87.500000,89.169998,84.121208,28396000
2018-03-19,88.910004,89.080002,87.099998,87.449997,82.498581,12053400
2018-03-20,87.860001,88.150002,87.370003,87.949997,82.970276,8258000
2018-03-21,87.889999,89.680000,87.680000,88.180000,83.187263,11836000
2018-03-22,87.529999,88.269997,86.989998,87.139999,82.206146,12248200
2018-03-23,87.349998,87.690002,85.279999,85.419998,80.583542,10125100
2018-03-26,86.220001,87.690002,86.110001,87.500000,82.545769,9199800
2018-03-27,87.959999,88.040001,85.480003,86.050003,81.177872,6545800
2018-03-28,86.260002,88.239998,86.190002,87.769997,82.800468,11576300
2018-03-29,87.900002,89.339996,87.769997,88.970001,83.932541,9274600
2018-04-02,88.000000,88.239998,84.839996,85.550003,80.706184,19128900
2018-04-03,86.250000,86.949997,85.550003,86.800003,81.885406,9695500
2018-04-04,85.599998,87.500000,85.440002,87.220001,82.281616,6536600
2018-04-05,87.599998,88.349998,87.050003,87.809998,82.838211,6380900
2018-04-06,86.830002,87.900002,86.129997,86.690002,81.781624,6350000
2018-04-09,86.849998,87.449997,86.239998,86.279999,81.394829,8368100
2018-04-10,86.839996,87.099998,85.660004,86.449997,81.555214,9127400
2018-04-11,86.000000,86.860001,85.800003,85.910004,81.045792,6279000
2018-04-12,86.190002,86.830002,85.410004,85.430000,80.592957,6856300
2018-04-13,85.889999,86.269997,85.190002,86.019997,81.149551,7559200
2018-04-16,86.199997,87.650002,86.120003,86.839996,81.923126,7020700
2018-04-17,87.480003,88.169998,87.410004,87.900002,82.923119,6801900
2018-04-18,88.199997,88.559998,87.510002,87.570000,82.611809,5854000
2018-04-19,87.410004,88.040001,86.580002,87.889999,82.913696,6588300
2018-04-20,87.870003,88.379997,86.669998,86.980003,82.055214,8324900
2018-04-23,86.889999,87.080002,86.019997,86.099998,81.225044,7360500
2018-04-24,86.769997,86.910004,85.570000,86.529999,81.630692,8469700
2018-04-25,86.320000,87.699997,85.889999,87.169998,82.234451,6760400
2018-04-26,87.169998,88.320000,86.900002,87.940002,82.960861,5782500
2018-04-27,87.870003,87.900002,87.080002,87.290001,82.347641,5651100
2018-04-30,87.940002,89.660004,87.919998,88.459999,83.451408,8685900
2018-05-01,87.669998,88.010002,86.349998,87.410004,82.460869,6957700
2018-05-02,87.129997,87.250000,86.160004,86.339996,81.451447,6083000
2018-05-03,86.190002,86.290001,85.120003,86.230003,81.347679,6876100
2018-05-04,86.000000,88.099998,85.360001,87.529999,82.574066,6971500
2018-05-07,87.489998,87.500000,85.269997,85.470001,80.630699,10783600
2018-05-08,85.519997,85.849998,84.919998,85.739998,80.885414,6551400
2018-05-09,82.559998,83.680000,82.000000,83.059998,78.357155,32265200
2018-05-10,82.639999,83.769997,82.010002,82.690002,78.499550,15857600
2018-05-11,82.690002,83.519997,81.949997,83.379997,79.154587,9934800
2018-05-14,83.889999,84.790001,83.650002,84.389999,80.113396,9499200
2018-05-15,84.059998,84.879997,83.800003,84.519997,80.236809,9322900
2018-05-16,84.870003,86.129997,84.739998,86.129997,81.765228,13733600
2018-05-17,87.040001,87.589996,83.849998,84.489998,80.208344,29720700
2018-05-18,84.239998,84.440002,83.489998,83.639999,79.401405,12043100
2018-05-21,84.139999,84.540001,83.820000,84.510002,80.227333,10715700
2018-05-22,84.500000,84.809998,83.290001,83.370003,79.145103,8067300
2018-05-23,82.949997,83.019997,82.169998,83.010002,78.803345,9399200
2018-05-24,83.000000,83.000000,81.779999,82.849998,78.651436,8576200
2018-05-25,82.849998,83.339996,82.320000,82.459999,78.281212,5913500
2018-05-29,81.959999,82.519997,81.809998,82.400002,78.224243,8428200
2018-05-30,82.449997,84.230003,82.260002,84.120003,79.857071,9314100
2018-05-31,83.940002,84.309998,82.510002,82.540001,78.357155,11468700
2018-06-01,83.040001,83.419998,82.849998,82.989998,78.784355,5237900
2018-06-04,83.500000,85.519997,83.300003,85.419998,81.091209,10922000
