Date,Open,High,Low,Close,Adj Close,Volume
2017-07-21,34.000000,35.500000,30.600000,34.000000,32.599384,89354
2017-07-24,33.500000,33.500000,32.000000,32.500000,31.161175,25011
2017-07-25,32.500000,33.500000,32.000000,32.000000,30.681772,32792
2017-07-26,33.000000,33.000000,31.600000,32.000000,30.681772,8948
2017-07-27,33.000000,33.000000,30.200001,31.400000,30.106489,23912
2017-07-28,31.000000,32.000000,31.000000,32.000000,30.681772,3157
2017-07-31,32.000000,32.000000,31.000000,32.000000,30.681772,3540
2017-08-01,32.000000,32.000000,31.000000,32.000000,30.681772,15442
2017-08-02,30.500000,32.000000,30.500000,31.500000,30.202370,6657
2017-08-03,30.600000,32.000000,30.600000,31.500000,30.202370,3357
2017-08-04,31.900000,33.000000,31.000000,33.000000,31.640577,31249
2017-08-07,33.500000,33.500000,32.700001,33.400002,32.024101,5847
2017-08-08,33.400002,33.900002,32.099998,33.500000,32.119980,31799
2017-08-09,33.500000,36.000000,31.500000,33.000000,31.640577,51773
2017-08-10,31.000000,31.000000,24.900000,24.900000,23.874254,231633
2017-08-11,25.700001,25.700001,24.100000,24.700001,23.682493,45182
2017-08-14,24.700001,25.400000,23.100000,24.500000,23.490732,16240
2017-08-15,24.500000,25.000000,24.100000,24.900000,23.874254,4746
2017-08-16,24.900000,24.900000,24.000000,24.100000,23.107210,1695
2017-08-17,23.500000,24.100000,23.500000,24.000000,23.011330,1185
2017-08-18,24.000000,24.600000,23.500000,24.299999,23.298969,13887
2017-08-21,24.000000,24.400000,23.100000,23.100000,22.148405,1397
2017-08-22,23.100000,24.000000,23.100000,24.000000,23.011330,1545
2017-08-23,24.200001,24.200001,22.100000,22.600000,21.669003,3480
2017-08-24,23.000000,25.000000,22.200001,24.900000,23.874254,7113
2017-08-25,24.799999,27.100000,24.799999,25.799999,24.737179,12054
2017-08-28,25.799999,26.700001,25.100000,25.799999,24.737179,15063
2017-08-29,25.799999,26.400000,23.200001,24.000000,23.011330,19846
2017-08-30,24.900000,25.100000,23.500000,24.900000,23.874254,8695
2017-08-31,25.299999,25.799999,23.500000,23.500000,22.531927,1497
2017-09-01,23.500000,24.200001,22.400000,23.200001,22.244286,1454
2017-09-04,23.500000,24.500000,23.200001,23.200001,22.244286,6220
2017-09-05,23.100000,25.299999,22.600000,24.799999,23.778372,5485
2017-09-06,25.000000,25.299999,24.600000,25.000000,23.970135,4543
2017-09-07,25.000000,25.100000,24.100000,25.000000,23.970135,7473
2017-09-08,24.100000,25.000000,24.100000,24.900000,23.874254,1184
