Date,Open,High,Low,Close,Adj Close,Volume
2020-05-01,108.849998,109.480003,106.099998,108.230003,106.309891,4590500
2020-05-04,107.830002,112.029999,107.629997,111.709999,109.728142,4578300
2020-05-05,111.699997,113.379997,110.470001,111.760002,109.777252,4201100
2020-05-06,112.889999,115.620003,112.559998,113.580002,111.564972,4913900
2020-05-07,114.760002,115.290001,113.099998,113.360001,111.348877,3689800
2020-05-08,114.709999,116.830002,114.120003,115.830002,113.775047,4267400
2020-05-11,116.820000,120.739998,115.930000,120.180000,118.047874,5996300
2020-05-12,121.000000,122.949997,119.389999,119.389999,117.271896,4897000
2020-05-13,119.449997,120.629997,118.139999,119.139999,117.026329,4677900
2020-05-14,117.940002,120.830002,117.120003,119.940002,117.812134,5635600
2020-05-15,120.349998,122.650002,119.800003,120.940002,118.794395,8354200
2020-05-18,123.260002,125.550003,122.769997,125.199997,122.978813,6346900
2020-05-19,125.110001,125.970001,122.769997,123.169998,121.625984,7914900
2020-05-20,124.089996,124.910004,119.290001,119.629997,118.130356,12897000
2020-05-21,119.629997,120.370003,117.639999,118.680000,117.192276,7620700
2020-05-22,118.830002,119.360001,117.180000,117.489998,116.017189,4902900
2020-05-26,118.800003,119.959999,114.809998,115.120003,113.676895,7274600
2020-05-27,115.629997,117.449997,114.230003,117.410004,115.938194,8260300
2020-05-28,117.959999,120.239998,117.459999,118.430000,116.945412,6137300
2020-05-29,118.739998,122.779999,118.160004,122.330002,120.796509,8706900
2020-06-01,120.449997,120.739998,118.820000,119.489998,117.992111,6020100
2020-06-02,119.660004,120.779999,118.190002,118.849998,117.360138,5144600
2020-06-03,119.139999,122.300003,118.300003,121.730003,120.204041,5815800
2020-06-04,121.879997,122.739998,119.550003,119.959999,118.456223,3963600
2020-06-05,121.410004,122.510002,119.680000,121.529999,120.006538,4578800
2020-06-08,120.809998,122.459999,120.580002,122.370003,120.836021,3578400
2020-06-09,122.540001,122.730003,120.290001,120.720001,119.206696,2923500
2020-06-10,120.750000,122.180000,119.779999,120.000000,118.495728,3653700
2020-06-11,118.570000,120.940002,117.779999,118.010002,116.530663,5005100
2020-06-12,119.580002,119.750000,114.809998,116.900002,115.434586,4953400
2020-06-15,115.459999,118.690002,115.230003,118.150002,116.668922,4593800
2020-06-16,120.440002,121.330002,117.220001,119.209999,117.715630,5138000
2020-06-17,119.470001,119.470001,117.779999,118.269997,116.787407,3808600
2020-06-18,118.239998,118.260002,116.870003,117.300003,115.829582,3261100
2020-06-19,120.199997,122.930000,119.230003,120.559998,119.048706,12611200
2020-06-22,120.500000,123.110001,119.099998,122.430000,120.895256,4671200
2020-06-23,123.029999,124.430000,121.260002,121.500000,119.976913,4307000
2020-06-24,121.169998,121.989998,118.629997,119.720001,118.219238,4181600
2020-06-25,119.389999,119.949997,118.290001,119.809998,118.308105,2759500
2020-06-26,120.000000,120.650002,116.750000,117.019997,115.553085,6670800
2020-06-29,117.489998,119.279999,116.769997,118.570000,117.083649,3258900
2020-06-30,118.879997,120.440002,118.269997,119.930000,118.426598,3633900
2020-07-01,119.910004,120.360001,118.830002,118.959999,117.468765,2836400
2020-07-02,119.980003,120.589996,118.889999,119.120003,117.626762,2216100
2020-07-06,120.010002,120.250000,117.980003,119.239998,117.745247,3766400
2020-07-07,118.300003,119.550003,117.809998,118.059998,116.580032,3908300
2020-07-08,118.150002,118.500000,116.730003,117.699997,116.224556,2845100
2020-07-09,117.459999,119.309998,117.129997,117.900002,116.422050,2861000
2020-07-10,117.820000,118.980003,117.059998,118.860001,117.370018,2033500
2020-07-13,119.379997,121.760002,118.379997,118.730003,117.241653,3469700
2020-07-14,118.739998,120.169998,117.419998,120.080002,118.574730,2578200
2020-07-15,121.309998,122.720001,120.010002,121.669998,120.144791,3533900
2020-07-16,121.260002,122.989998,121.139999,121.949997,120.421280,3109900
2020-07-17,122.639999,123.209999,121.449997,121.669998,120.144791,2715500
2020-07-20,121.540001,121.870003,119.040001,119.820000,118.317978,3825900
2020-07-21,120.349998,120.989998,120.019997,120.199997,118.693214,3195400
2020-07-22,120.300003,123.180000,120.000000,123.139999,121.596359,3876600
2020-07-23,123.449997,123.599998,121.940002,122.349998,120.816269,3267500
2020-07-24,122.540001,125.529999,122.059998,123.709999,122.159218,3832900
2020-07-27,124.250000,124.489998,122.160004,122.690002,121.152000,2423400
2020-07-28,122.610001,124.459999,122.120003,123.290001,121.744476,2337000
2020-07-29,123.470001,124.480003,122.900002,123.680000,122.129593,2095800
2020-07-30,122.330002,125.419998,121.820000,124.580002,123.018311,3606300
2020-07-31,124.279999,125.930000,123.790001,125.879997,124.302010,3268100
2020-08-03,126.500000,128.240005,126.250000,127.839996,126.237442,3319200
2020-08-04,127.930000,130.770004,127.580002,130.449997,128.814743,3924500
2020-08-05,130.750000,131.929993,128.660004,129.369995,127.748260,3692300
2020-08-06,129.500000,129.929993,128.130005,129.009995,127.392776,1979900
2020-08-07,129.240005,131.880005,129.000000,131.750000,130.098434,2303100
2020-08-10,132.070007,134.110001,131.250000,132.940002,131.273514,3002900
2020-08-11,133.710007,134.589996,131.350006,131.720001,130.068802,3915900
2020-08-12,135.110001,135.110001,132.770004,134.600006,132.912720,4863300
2020-08-13,133.990005,134.940002,133.610001,134.809998,133.120071,2324800
2020-08-14,135.919998,137.000000,135.220001,136.529999,134.818512,3180900
2020-08-17,137.979996,138.690002,137.399994,138.240005,136.507095,4632300
2020-08-18,137.009995,137.970001,134.669998,136.899994,135.852112,5756800
2020-08-19,148.500000,154.690002,146.539993,154.220001,153.039566,40211800
2020-08-20,154.929993,156.100006,151.720001,152.240005,151.074722,12046000
2020-08-21,152.330002,155.610001,152.130005,153.630005,152.454086,7061400
2020-08-24,154.500000,154.619995,152.630005,153.240005,152.067062,4355300
2020-08-25,154.149994,154.279999,152.360001,152.850006,151.680038,2984400
2020-08-26,152.750000,153.570007,152.089996,152.710007,151.541122,3061600
2020-08-27,152.660004,152.750000,149.669998,150.309998,149.159470,3773100
2020-08-28,150.309998,151.669998,149.600006,150.850006,149.695358,2835600
2020-08-31,151.139999,151.910004,150.320007,151.210007,150.052612,3025600
2020-09-01,150.610001,151.770004,150.119995,150.550003,149.397659,3604100
2020-09-02,150.500000,150.869995,148.419998,149.839996,148.693069,4128200
2020-09-03,149.470001,149.979996,145.410004,146.029999,144.912247,4135300
2020-09-04,146.690002,148.550003,143.690002,147.229996,146.103043,4742100
2020-09-08,146.679993,146.789993,143.380005,144.000000,142.897781,3503200
2020-09-09,144.759995,148.600006,144.759995,147.550003,146.420609,3279300
2020-09-10,147.600006,148.339996,145.309998,146.039993,144.922150,2828100
2020-09-11,146.860001,147.960007,146.179993,147.649994,146.519836,2356400
2020-09-14,148.550003,150.389999,147.839996,148.440002,147.303802,2706900
2020-09-15,148.110001,149.839996,147.360001,149.070007,147.928986,2206200
2020-09-16,149.339996,149.729996,147.910004,147.990005,146.857239,2072500
2020-09-17,147.389999,148.770004,146.550003,147.610001,146.480148,2391200
2020-09-18,147.720001,149.520004,147.259995,148.820007,147.680893,3614800
2020-09-21,148.690002,149.990005,146.449997,149.860001,148.712936,3360000
2020-09-22,151.149994,154.440002,150.929993,154.080002,152.900620,4334500
2020-09-23,153.880005,155.199997,150.369995,151.009995,149.854126,2801300
2020-09-24,151.619995,153.559998,150.100006,152.000000,150.836548,3223100
2020-09-25,151.860001,155.160004,151.750000,154.350006,153.168564,2743300
2020-09-28,154.949997,157.710007,154.649994,156.460007,155.262421,3627600
2020-09-29,156.750000,158.429993,155.869995,156.940002,155.738739,2784200
2020-09-30,157.449997,159.149994,156.500000,157.419998,156.215057,2806000
2020-10-01,158.410004,160.889999,158.100006,158.600006,157.386032,3866000
2020-10-02,156.970001,159.990005,156.160004,159.100006,157.882202,1978700
2020-10-05,159.990005,162.309998,159.990005,161.490005,160.253906,2268600
2020-10-06,161.470001,161.979996,157.610001,158.410004,157.197479,2932600
2020-10-07,160.059998,161.610001,159.610001,160.679993,159.450104,2927000
2020-10-08,162.600006,163.320007,161.389999,161.860001,160.621078,2189200
2020-10-09,162.199997,164.809998,162.100006,163.710007,162.456924,2582700
2020-10-12,164.300003,165.490005,163.619995,164.570007,163.310333,2436300
2020-10-13,164.570007,166.679993,164.149994,165.639999,164.372131,2015200
2020-10-14,165.979996,166.160004,162.600006,163.970001,162.714920,2286200
2020-10-15,161.839996,165.460007,161.119995,165.460007,164.193527,1859000
2020-10-16,165.910004,167.250000,164.360001,164.919998,163.657654,5047900
2020-10-19,166.210007,166.960007,163.820007,164.050003,162.794312,2322500
2020-10-20,164.949997,167.419998,163.820007,164.869995,163.608032,2698500
2020-10-21,165.750000,166.199997,162.949997,163.289993,162.040131,3033500
2020-10-22,163.070007,163.380005,159.339996,159.600006,158.378387,3647400
2020-10-23,160.389999,160.389999,158.809998,160.229996,159.003555,1816800
2020-10-26,158.839996,159.389999,156.300003,157.970001,156.760849,2310600
2020-10-27,158.070007,158.880005,156.679993,157.029999,155.828033,2406100
2020-10-28,154.910004,157.270004,154.110001,155.210007,154.021973,2655700
2020-10-29,155.240005,156.089996,153.369995,154.250000,153.069321,2157700
2020-10-30,153.320007,154.139999,150.800003,152.220001,151.054871,3694100
2020-11-02,154.000000,155.119995,152.800003,154.389999,153.208252,2674300
2020-11-03,156.320007,158.710007,155.429993,156.729996,155.530334,2545400
2020-11-04,157.220001,159.490005,155.250000,156.619995,155.421173,3156600
2020-11-05,159.740005,159.869995,156.539993,158.630005,157.415802,3114900
2020-11-06,158.649994,161.899994,158.529999,161.500000,160.263824,3498000
2020-11-09,163.149994,163.160004,154.750000,154.910004,153.724274,5092800
2020-11-10,157.039993,159.059998,156.559998,158.070007,156.860092,3577900
2020-11-11,159.449997,162.570007,158.750000,159.690002,158.467697,3336500
2020-11-12,159.669998,160.990005,158.639999,159.529999,158.308914,2708500
2020-11-13,160.990005,163.449997,160.600006,162.880005,161.633270,2765800
2020-11-16,165.000000,165.990005,163.350006,165.179993,163.915665,5035600
2020-11-17,164.000000,164.710007,160.509995,163.039993,162.460846,6299900
2020-11-18,165.940002,172.119995,164.550003,166.850006,166.257324,13092300
2020-11-19,168.710007,173.440002,167.899994,171.369995,170.761261,6834900
2020-11-20,172.220001,174.410004,171.449997,172.309998,171.697922,6652900
2020-11-23,174.250000,179.020004,173.589996,177.559998,176.929276,5755700
2020-11-24,179.759995,179.839996,177.100006,177.860001,177.228210,4688400
2020-11-25,177.729996,180.479996,177.350006,179.820007,179.181244,3780700
2020-11-27,180.809998,181.110001,178.949997,179.770004,179.131424,2371900
2020-11-30,178.250000,180.070007,176.240005,179.529999,178.892273,8010000
2020-12-01,179.809998,181.169998,177.100006,179.050003,178.413986,5036500
2020-12-02,178.020004,178.210007,175.470001,176.410004,175.783356,3109300
2020-12-03,176.470001,176.470001,173.779999,174.919998,174.298645,4214600
2020-12-04,174.380005,175.160004,173.229996,175.029999,174.408264,2935700
2020-12-07,174.270004,174.949997,171.410004,172.910004,172.295792,3430800
2020-12-08,172.500000,173.779999,171.740005,172.720001,172.106461,2682200
2020-12-09,173.350006,174.919998,172.410004,174.070007,173.451675,2853800
2020-12-10,173.589996,174.240005,172.070007,172.399994,171.787598,2643700
2020-12-11,171.500000,172.750000,171.070007,171.710007,171.100052,2676500
2020-12-14,172.960007,172.960007,170.169998,170.990005,170.382614,4016400
2020-12-15,170.649994,172.779999,170.649994,171.410004,170.801117,3490100
2020-12-16,172.009995,172.990005,170.710007,171.690002,171.080124,2193700
2020-12-17,172.000000,172.279999,170.289993,171.240005,170.631729,3495300
2020-12-18,171.179993,172.179993,168.970001,170.419998,169.814636,6715800
